last_name, first_name,player_id,year,r_total_caught_stealing,r_total_stolen_base,r_caught_stealing_2b,r_caught_stealing_3b,r_caught_stealing_home,r_pickoff_1b,r_pickoff_2b,r_pickoff_3b,r_stolen_base_2b,r_stolen_base_3b,r_stolen_base_home,r_total_pickoff,n_bolts,hp_to_1b,sprint_speed,
Beltre, Adrian,134181,2018,0,1,0,0,0,0,0,0,0,1,0,0,,4.75,24.8,
Suzuki, Ichiro,400085,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.1,27.4,
Martinez, Victor,400121,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.87,23.2,
Utley, Chase,400284,2018,1,3,1,0,0,0,0,0,3,0,0,0,,4.27,27.2,
Pujols, Albert,405395,2018,0,1,0,0,0,0,0,0,0,1,0,0,,5.01,22.2,
Holliday, Matt,407812,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.2,
Mauer, Joe,408045,2018,1,0,1,0,0,0,0,0,0,0,0,0,,4.57,26.0,
Cabrera, Miguel,408234,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.93,23.9,
Gonzalez, Adrian,408236,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.76,24.3,
Phillips, Brandon,408252,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.8,
Reyes, Jose,408314,2018,2,5,1,1,0,1,0,0,3,2,0,1,1,4.17,27.5,
Mathis, Jeff,425772,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.64,25.7,
Choo, Shin-Soo,425783,2018,1,6,1,0,0,0,0,0,5,1,0,0,1,4.43,26.0,
Rivera, Rene,425784,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.4,
Wainwright, Adam,425794,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Greinke, Zack,425844,2018,0,3,0,0,0,0,0,0,2,1,0,0,,,23.2,
Molina, Yadier,425877,2018,3,4,2,1,0,1,0,0,3,1,0,1,,4.91,22.8,
Cano, Robinson,429664,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.59,24.4,
Encarnacion, Edwin,429665,2018,0,3,0,0,0,0,0,0,3,0,0,0,,4.85,24.3,
Bautista, Jose,430832,2018,3,4,2,1,0,1,1,0,4,0,0,2,,4.74,25.5,
Hamels, Cole,430935,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.2,
Jones, Adam,430945,2018,1,7,1,0,0,0,0,0,6,1,0,0,,4.53,26.7,
Martin, Russell,431145,2018,3,0,3,0,0,0,0,0,0,0,0,0,,4.76,25.5,
Granderson, Curtis,434158,2018,1,2,1,0,0,0,0,0,2,0,0,0,,4.31,26.8,
Davis, Rajai,434658,2018,7,21,6,1,0,2,1,0,16,5,0,3,20,4.08,29.2,
Ramirez, Hanley,434670,2018,1,4,1,0,0,0,0,0,3,1,0,0,,4.68,25.7,
Sanchez, Anibal,434671,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Morales, Kendrys,434778,2018,3,2,3,0,0,0,0,0,2,0,0,0,,4.96,23.4,
Kendrick III, Howie,435062,2018,1,1,1,0,0,1,0,0,1,0,0,1,,4.53,26.3,
Wilson, Bobby,435064,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.86,23.8,
Kinsler, Ian,435079,2018,7,16,6,1,0,2,0,0,13,3,0,2,,4.54,26.6,
McCarthy, Brandon,435221,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.1,
McCann, Brian,435263,2018,1,0,1,0,0,0,0,0,0,0,0,0,,4.98,22.7,
Walker, Neil,435522,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.44,26.6,
Suzuki, Kurt,435559,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.66,25.6,
Desmond, Ian,435622,2018,6,20,6,0,0,3,1,0,19,1,0,4,2,4.36,28.1,
Cruz Jr., Nelson,443558,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.73,24.9,
Trumbo, Mark,444432,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.66,26.2,
Peralta, David,444482,2018,0,4,0,0,0,1,0,0,4,0,0,1,,4.35,27.3,
Pina, Manny,444489,2018,0,2,0,0,0,0,0,0,2,0,0,0,,4.72,25.0,
Escobar, Alcides,444876,2018,2,8,1,0,1,0,0,1,8,0,0,1,,4.33,27.6,
Jay, Jon,445055,2018,3,4,2,1,0,0,0,0,4,0,0,0,,4.51,26.0,
Prado, Martin,445988,2018,1,1,1,0,0,0,0,0,1,0,0,0,,4.6,25.9,
Moore, Adam,446192,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.1,
Duda, Lucas,446263,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.75,24.8,
Wieters, Matt,446308,2018,1,0,1,0,0,0,0,0,0,0,0,0,,4.7,24.3,
Longoria, Evan,446334,2018,1,3,1,0,0,1,0,0,3,0,0,1,,4.47,26.9,
Cozart, Zack,446359,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.45,26.7,
Guyer, Brandon,446386,2018,1,1,1,0,0,0,0,0,1,0,0,0,,4.35,28.0,
Rodriguez, Sean,446481,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.58,26.7,
Lobaton, Jose,446653,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.6,
Hill, Rich,448179,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.8,
Reynolds, Mark,448602,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.82,24.4,
Davis, Chris,448801,2018,0,2,0,0,0,0,0,0,2,0,0,0,,4.65,25.5,
Guerra, Junior,448855,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.9,
Orlando, Paulo,449181,2018,0,0,0,0,0,0,0,0,0,0,0,0,5,4.28,29.2,
Vargas, Jason,450306,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Zobrist, Ben,450314,2018,4,3,4,0,0,1,0,0,3,0,0,1,,4.37,26.7,
Adduci, James,451192,2018,0,1,0,0,0,0,0,0,1,0,0,0,3,4.15,28.7,
Fowler, Dexter,451594,2018,2,5,2,0,0,0,0,0,5,0,0,0,1,4.33,27.4,
Flowers, Tyler,452095,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.57,25.2,
Headley, Chase,452104,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.7,
Pence, Hunter,452254,2018,1,5,1,0,0,0,0,0,4,1,0,0,,4.22,28.2,
Span, Denard,452655,2018,4,9,4,0,0,2,0,0,8,1,0,2,,4.34,27.7,
Lester, Jon,452657,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Cabrera, Asdrubal,452678,2018,0,0,0,0,0,1,0,0,0,0,0,1,,4.63,25.4,
Robinson, Shane,453203,2018,0,1,0,0,0,0,0,0,1,0,0,0,1,4.2,28.7,
Scherzer, Max,453286,2018,0,1,0,0,0,1,0,0,1,0,0,1,,4.66,25.3,
Buchholz, Clay,453329,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,22.9,
Richard, Clayton,453385,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,21.4,
Arrieta, Jake,453562,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.9,
Blackmon, Charlie,453568,2018,4,12,4,0,0,1,0,0,11,1,0,1,4,4.27,27.6,
Blanco, Gregor,453923,2018,2,6,2,0,0,2,0,0,6,0,0,2,3,4.13,28.5,
Frazier, Todd,453943,2018,4,9,4,0,0,0,1,0,9,0,0,1,,4.59,25.7,
Ellis, A.J.,454560,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.93,24.1,
Iannetta, Chris,455104,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.79,25.3,
Maldonado, Martin,455117,2018,1,0,0,1,0,0,1,0,0,0,0,1,,4.89,24.0,
Chirinos, Robinson,455139,2018,0,2,0,0,0,0,1,0,2,0,0,1,,4.81,25.3,
Stewart, Chris,455755,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.5,
Young, Chris,455759,2018,0,2,0,0,0,0,0,0,2,0,0,0,,4.46,27.3,
Markakis, Nick,455976,2018,1,1,1,0,0,0,0,0,1,0,0,0,,4.41,26.4,
Pedroia, Dustin,456030,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Castillo, Welington,456078,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.97,23.7,
Kratz, Erik,456124,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.78,24.7,
Nunez, Eduardo,456488,2018,2,7,2,0,0,1,0,0,7,0,0,1,10,4.24,27.5,
Cueto, Johnny,456501,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Pearce, Steve,456665,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.54,26.2,
Bailey, Homer,456701,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,21.8,
Cain, Lorenzo,456715,2018,7,30,6,1,0,6,0,0,24,6,0,6,18,4.18,28.6,
McCutchen, Andrew,457705,2018,9,14,8,1,0,3,0,0,13,1,0,3,13,4.32,28.7,
Jackson, Austin,457706,2018,3,3,3,0,0,1,0,0,3,0,0,1,,4.51,27.5,
Upton, Justin,457708,2018,2,8,2,0,0,0,0,0,8,0,0,0,2,4.37,27.9,
Maybin, Cameron,457727,2018,5,10,5,0,0,2,0,0,8,2,0,2,5,4.24,28.6,
Turner, Justin,457759,2018,1,2,1,0,0,0,0,1,1,1,0,1,,4.62,26.6,
Posey III, Buster,457763,2018,2,3,2,0,0,0,0,0,2,1,0,0,,4.7,24.7,
Bruce, Jay,457803,2018,3,2,2,1,0,0,0,0,2,0,0,0,,4.52,25.5,
Votto, Joey,458015,2018,0,2,0,0,0,2,0,0,2,0,0,2,,4.72,25.3,
Rasmus, Colby,458675,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.9,
Gardner, Brett,458731,2018,2,16,2,0,0,1,0,0,15,1,0,1,34,4.02,29.2,
Young Jr., Eric,458913,2018,1,5,1,0,0,0,0,0,5,0,0,0,12,4.26,29.0,
Joyce, Matt,459964,2018,2,0,2,0,0,0,0,1,0,0,0,1,,4.58,26.1,
Hundley, Nick,460026,2018,1,2,1,0,0,0,1,0,2,0,0,1,,4.66,25.6,
Pennington, Cliff,460060,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.2,
Braun, Ryan,460075,2018,5,11,3,2,0,1,1,0,10,1,0,2,,4.42,26.8,
Butera, Drew,460077,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.7,24.9,
Gordon, Alex,460086,2018,3,12,1,1,1,1,0,0,9,3,0,1,,4.58,25.5,
Gimenez, Chris,460269,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.69,25.5,
Gomez, Carlos,460576,2018,3,12,2,1,0,0,0,0,11,1,0,0,1,4.43,28.0,
Kemp, Matt,461314,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.53,26.3,
Gonzalez, Gio,461829,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Plouffe, Trevor,461858,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Romine, Andrew,461865,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.46,27.3,
Andrus, Elvis,462101,2018,3,5,2,1,0,1,1,0,5,0,0,2,,4.38,27.0,
Petit, Gregorio,463610,2018,1,3,1,0,0,0,0,0,3,0,0,0,,4.38,26.4,
Cervelli, Francisco,465041,2018,3,2,3,0,0,0,0,0,2,0,0,0,,4.54,25.8,
Florimon, Pedro,465753,2018,2,1,2,0,0,0,0,0,1,0,0,0,1,,28.2,
Cabrera, Melky,466320,2018,1,1,1,0,0,0,0,0,1,0,0,0,,4.44,26.0,
Sandoval, Pablo,467055,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.56,25.0,
Ramos, Wilson,467092,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.93,22.6,
Nova, Ivan,467100,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Santana, Carlos,467793,2018,1,2,1,0,0,0,0,0,1,0,1,0,,4.49,26.0,
Parra, Gerardo,467827,2018,4,11,4,0,0,1,0,0,10,1,0,1,,4.31,26.5,
Chacin, Jhoulys,468504,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.9,
Montero, Miguel,471083,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Gonzalez, Carlos,471865,2018,2,5,2,0,0,0,0,0,5,0,0,0,,4.26,27.5,
Valbuena, Luis,472528,2018,0,3,0,0,0,0,0,0,3,0,0,0,,4.74,24.0,
Mercer, Jordy,474568,2018,0,2,0,0,0,0,0,0,2,0,0,0,,4.35,27.6,
Belt, Brandon,474832,2018,0,4,0,0,0,0,0,0,4,0,0,0,,4.47,25.9,
Ross, Tyson,475115,2018,0,1,0,0,0,0,0,0,1,0,0,0,,,24.1,
Alonso, Yonder,475174,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.95,23.3,
Flaherty, Ryan,475247,2018,2,4,2,0,0,0,0,0,4,0,0,0,,4.42,26.6,
Smoak, Justin,475253,2018,1,0,1,0,0,0,0,0,0,0,0,0,,4.91,23.8,
Zimmerman, Ryan,475582,2018,1,1,1,0,0,0,0,0,0,1,0,0,,4.44,26.8,
Hellickson, Jeremy,476451,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,22.7,
Lowrie, Jed,476704,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.45,26.6,
Alvarez, Pedro,476883,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.54,26.1,
Kershaw, Clayton,477132,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.69,24.6,
Avila, Alex,488671,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.94,23.7,
Barnes, Brandon,488681,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.1,
Bourjos, Peter,488721,2018,0,0,0,0,0,0,0,0,0,0,0,0,5,4.15,29.2,
Brantley Jr., Michael,488726,2018,3,12,2,1,0,0,0,0,11,1,0,0,,4.61,26.0,
Castro, Jason,488771,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.0,
Cruz, Tony,488810,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.1,
d'Arnaud, Chase,488818,2018,1,2,1,0,0,1,0,0,1,1,0,1,,4.26,28.1,
Miley, Wade,489119,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.4,
Morrison, Logan,489149,2018,0,1,0,0,0,0,1,0,1,0,0,1,,4.56,26.4,
Rosales, Adam,489267,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,27.8,
Hernandez, Gorkys,491676,2018,5,8,4,1,0,0,1,0,7,1,0,1,5,4.29,28.5,
Sucre, Jesus,491696,2018,0,1,0,0,0,0,0,0,1,0,0,0,,5.1,22.8,
Cespedes, Yoenis,493316,2018,0,3,0,0,0,0,0,0,2,1,0,0,,4.41,27.4,
Gurriel, Yuli,493329,2018,1,5,0,1,0,0,0,0,5,0,0,0,1,4.32,27.6,
Beckham, Gordon,493596,2018,0,1,0,0,0,0,0,0,1,0,0,0,,,26.3,
Rodriguez, Ronny,500135,2018,0,2,0,0,0,0,0,0,2,0,0,0,,4.25,28.0,
Solarte, Yangervis,500208,2018,3,1,2,0,1,0,0,0,1,0,0,0,,4.75,24.7,
Rojas, Miguel,500743,2018,3,6,3,0,0,2,0,0,4,2,0,2,,4.47,26.5,
Quintana, Jose,500779,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.3,
Escobar, Eduardo,500871,2018,4,2,3,0,1,0,0,1,2,0,0,1,1,4.27,27.9,
Martinez, Jose,500874,2018,3,0,2,0,1,0,0,1,0,0,0,1,2,4.51,26.5,
Sierra, Moises,501213,2018,1,1,1,0,0,1,0,0,1,0,0,1,,4.37,27.0,
Adrianza, Ehire,501303,2018,1,5,1,0,0,1,1,0,5,0,0,2,,4.35,26.9,
Lagares, Juan,501571,2018,1,3,1,0,0,0,0,0,2,1,0,0,2,4.31,28.7,
Almonte, Abraham,501659,2018,2,2,2,0,0,1,0,0,2,0,0,1,,4.3,28.2,
Freese, David,501896,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.4,26.4,
Davis, Khris,501981,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.78,26.1,
Archer, Chris,502042,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,22.2,
Pham, Tommy,502054,2018,7,15,7,0,0,5,0,1,14,1,0,6,5,4.42,28.7,
Chisenhall, Lonnie,502082,2018,0,1,0,0,0,0,0,0,1,0,0,0,,,26.6,
Martinez, J.D.,502110,2018,1,6,1,0,0,0,0,0,6,0,0,0,,4.45,26.7,
Negron, Kristopher,502117,2018,0,2,0,0,0,0,0,0,2,0,0,0,4,,29.5,
Valencia, Danny,502143,2018,1,1,1,0,0,1,0,0,1,0,0,1,,4.55,26.5,
Samardzija, Jeff,502188,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Reddick, Josh,502210,2018,2,7,2,0,0,1,0,1,4,3,0,2,,4.24,27.7,
Gentry, Craig,502226,2018,3,12,2,1,0,0,0,0,12,0,0,0,5,4.22,29.0,
Dyson, Jarrod,502481,2018,3,16,3,0,0,1,0,0,11,5,0,1,23,4.06,29.0,
Murphy, Daniel,502517,2018,0,3,0,0,0,0,0,0,3,0,0,0,,4.58,25.5,
Anderson, Chase,502624,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.8,
Goldschmidt, Paul,502671,2018,4,7,4,0,0,1,0,0,7,0,0,1,,4.47,26.8,
Holland, Derek,502706,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.9,
Gonzalez, Marwin,503556,2018,3,2,3,0,0,0,0,0,2,0,0,0,,4.4,26.4,
Darvish, Yu,506433,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Leon, Sandy,506702,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.72,23.9,
Sanchez, Adrian,506703,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.62,26.0,
Pena, Francisco,506747,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.92,23.1,
Altuve, Jose,514888,2018,4,17,4,0,0,2,0,0,14,3,0,2,52,4.13,28.1,
Hernandez, Cesar,514917,2018,6,19,5,1,0,1,0,0,18,0,1,1,69,4.13,29.2,
Segura, Jean,516416,2018,11,20,10,1,0,2,1,0,18,2,0,3,8,4.21,27.9,
Arcia, Francisco,516472,2018,0,1,0,0,0,0,0,0,0,0,1,0,,4.8,24.6,
Castro, Starlin,516770,2018,4,6,4,0,0,0,1,0,5,1,0,1,2,4.37,27.4,
Marte, Starling,516782,2018,14,33,13,1,0,3,0,0,29,4,0,3,45,4.13,28.6,
Pirela, Jose,517369,2018,3,6,3,0,0,1,1,0,5,1,0,2,4,4.28,28.6,
Bettis, Chad,518452,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.6,
Blash, Jabari,518466,2018,1,2,1,0,0,0,0,0,2,0,0,0,,,27.2,
Bumgarner, Madison,518516,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,20.6,
Centeno, Juan,518542,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,24.9,
Culberson, Charlie,518586,2018,2,4,2,0,0,0,0,0,3,1,0,0,1,4.19,28.4,
d'Arnaud, Travis,518595,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Descalso, Daniel,518614,2018,1,0,1,0,0,0,0,0,0,0,0,0,,4.37,26.8,
Dietrich, Derek,518618,2018,0,2,0,0,0,0,0,0,2,0,0,0,,4.32,26.8,
Donaldson, Josh,518626,2018,0,2,0,0,0,0,0,0,2,0,0,0,,4.72,25.2,
Freeman, Freddie,518692,2018,3,10,3,0,0,1,0,0,10,0,0,1,,4.43,26.7,
Grandal, Yasmani,518735,2018,1,2,1,0,0,1,0,0,2,0,0,1,,4.88,24.5,
Harvey, Matt,518774,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,21.8,
Heyward, Jason,518792,2018,1,1,1,0,0,0,0,0,1,0,0,0,,4.33,27.6,
Kozma, Pete,518902,2018,1,0,1,0,0,0,0,0,0,0,0,0,,4.33,27.9,
LeMahieu, DJ,518934,2018,5,6,5,0,0,2,1,0,5,1,0,3,,4.46,27.2,
Lucroy, Jonathan,518960,2018,0,0,0,0,0,1,0,0,0,0,0,1,,4.71,25.0,
Mesoraco, Devin,519023,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.52,25.6,
Moreland, Mitch,519048,2018,0,2,0,0,0,0,0,0,1,1,0,0,,4.42,25.2,
Moustakas, Mike,519058,2018,1,4,1,0,0,1,0,0,4,0,0,1,,4.6,25.7,
Rizzo, Anthony,519203,2018,4,6,3,1,0,1,1,0,6,0,0,2,,4.58,25.6,
Romine, Austin,519222,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.49,26.4,
Smolinski, Jake,519295,2018,0,1,0,0,0,0,0,0,1,0,0,0,,4.36,27.6,
Sogard, Eric,519299,2018,0,3,0,0,0,0,0,0,3,0,0,0,,4.36,26.7,
Souza Jr., Steven,519306,2018,1,6,0,1,0,0,1,0,5,1,0,1,,4.3,28.2,
Stanton, Giancarlo,519317,2018,0,5,0,0,0,0,0,0,5,0,0,0,3,4.45,27.8,
Szczur, Matt,519333,2018,0,3,0,0,0,0,0,0,3,0,0,0,,4.24,28.3,
Thames, Eric,519346,2018,0,7,0,0,0,0,0,0,6,1,0,0,,4.27,27.1,
Galvis, Freddy,520471,2018,6,8,6,0,0,3,0,0,7,1,0,3,,4.35,26.8,
Perez, Salvador,521692,2018,1,1,0,1,0,0,0,0,0,1,0,0,,4.82,25.0,
Forsythe, Logan,523253,2018,0,3,0,0,0,0,0,0,3,0,0,0,,4.51,27.4,
Flores, Wilmer,527038,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.56,25.7,
Marte, Jefry,527043,2018,1,1,1,0,0,2,0,0,1,0,0,2,,4.48,26.7,
Teheran, Julio,527054,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,21.4,
LaMarre, Ryan,534606,2018,2,2,1,1,0,2,1,0,2,0,0,3,1,4.19,28.4,
Garcia, Avisail,541645,2018,1,3,1,0,0,1,0,0,3,0,0,1,19,4.35,28.9,
Perez, Hernan,541650,2018,3,11,3,0,0,1,0,0,3,8,0,1,,4.38,28.0,
Perez, Carlos,542208,2018,0,1,0,0,0,0,0,0,1,0,0,0,,,25.0,
Inciarte, Ender,542255,2018,14,28,10,3,1,1,1,0,19,8,1,2,,4.12,27.9,
Ozuna, Marcell,542303,2018,0,3,0,0,0,0,0,0,2,1,0,0,1,4.42,27.8,
Villar, Jonathan,542340,2018,5,35,3,2,0,3,0,0,29,6,0,3,,4.21,27.7,
Ortega, Rafael,542364,2018,2,5,1,1,0,1,0,0,5,0,0,1,,4.32,27.9,
Santana, Danny,542454,2018,1,1,1,0,0,0,0,0,1,0,0,0,1,,28.2,
Telis, Tomas,542513,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.5,
Aguilar, Jesus,542583,2018,0,0,0,0,0,0,1,0,0,0,0,1,,4.7,24.6,
Anderson, Tyler,542881,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.9,
Bandy, Jett,542908,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.9,
Beckham, Tim,542921,2018,2,1,2,0,0,0,0,0,1,0,0,0,,4.41,27.2,
Berti, Jon,542932,2018,0,1,0,0,0,0,0,0,1,0,0,0,2,,29.3,
Broxton, Keon,542979,2018,1,5,1,0,0,0,0,0,3,2,0,0,12,4.17,29.8,
Chatwood, Tyler,543022,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.0,
Crawford, Brandon,543063,2018,5,4,3,2,0,1,1,0,3,1,0,2,,4.43,25.7,
Cron, C.J.,543068,2018,2,1,2,0,0,0,0,0,1,0,0,0,,4.58,26.3,
DeSclafani, Anthony,543101,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,22.1,
Eovaldi, Nathan,543135,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Federowicz, Tim,543148,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.9,
Galloway, Isaac,543194,2018,1,1,1,0,0,0,0,0,1,0,0,0,12,4.14,29.9,
Gomes, Yan,543228,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.5,26.9,
Grossman, Robbie,543257,2018,1,0,1,0,0,0,0,0,0,0,0,0,1,4.27,27.8,
Harrison, Josh,543281,2018,0,3,0,0,0,0,0,0,3,0,0,0,,4.38,27.1,
Hendricks, Kyle,543294,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,22.8,
Herrmann, Chris,543302,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,27.1,
Hicks, Aaron,543305,2018,2,11,2,0,0,1,1,0,6,5,0,2,7,4.16,28.1,
Hicks, John,543308,2018,1,0,1,0,0,0,0,1,0,0,0,1,,4.43,26.5,
Higashioka, Kyle,543309,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,25.1,
Hosmer, Eric,543333,2018,4,7,4,0,0,1,0,0,6,1,0,1,,4.46,26.2,
Joseph, Caleb,543376,2018,1,2,0,1,0,0,0,0,2,0,0,0,,4.6,26.4,
Joseph, Corban,543377,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,26.6,
Kipnis, Jason,543401,2018,1,7,1,0,0,0,0,0,5,2,0,0,,4.38,26.9,
Lyles, Jordan,543475,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,22.7,
Mahtook, Mikie,543484,2018,1,4,1,0,0,2,0,0,4,0,0,2,3,4.27,28.7,
McCann, James,543510,2018,3,0,2,0,1,0,0,0,0,0,0,0,,4.72,25.8,
Miller, Brad,543543,2018,0,0,0,0,0,0,1,0,0,0,0,1,,4.28,27.8,
Montgomery, Mike,543557,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.5,
Rendon, Anthony,543685,2018,1,2,1,0,0,1,0,0,2,0,0,1,,4.37,27.3,
Roark, Tanner,543699,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,22.4,
Semien, Marcus,543760,2018,6,14,6,0,0,4,0,0,13,1,0,4,,4.28,28.3,
Shaw, Travis,543768,2018,2,5,2,0,0,0,0,0,4,1,0,0,,4.41,26.7,
Shuck, JB,543776,2018,2,2,2,0,0,0,0,0,2,0,0,0,11,3.98,29.5,
Springer III, George,543807,2018,4,6,4,0,0,0,0,0,5,1,0,0,4,4.31,27.7,
Strange-Gordon, Dee,543829,2018,12,30,11,0,1,4,0,0,25,5,0,4,65,3.96,29.0,
Vazquez, Christian,543877,2018,1,4,0,1,0,0,0,0,4,0,0,0,,4.57,25.3,
Wong, Kolten,543939,2018,5,6,5,0,0,0,0,0,6,0,0,0,1,4.16,27.7,
Gregorius, Didi,544369,2018,6,10,5,1,0,0,0,0,9,1,0,0,,4.25,28.0,
Garcia, Leury,544725,2018,1,12,1,0,0,0,0,0,9,3,0,0,9,4.08,28.6,
den Dekker, Matthew,544925,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Strasburg, Stephen,544931,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,23.2,
Vargas, Ildemaro,545121,2018,0,1,0,0,0,0,0,0,1,0,0,0,,,26.9,
Fontana, Nolan,545337,2018,0,0,0,0,0,0,0,0,0,0,0,0,,,,
Grichuk, Randal,545341,2018,2,3,2,0,0,2,0,0,2,1,0,2,,4.35,28.3,
Marisnick, Jake,545350,2018,2,6,2,0,0,1,0,0,6,0,0,1,13,4.24,29.3,
Stassi, Max,545358,2018,0,0,0,0,0,0,0,0,0,0,0,0,,4.65,25.8,
Trout, Mike,545361,2018,2,24,1,1,0,0,0,0,21,3,0,0,36,4.25,29.3,
